Category	level	distribution_channel	period	dt	manufacturer	brand	BBSKU	NAMESKU	ean	segment	format	tar_rmce	vol	val	rcnt	qty	shvol	shval	shrcnt	shqty	dntot	dn	dnvol	dnval	dwqty	dwvaltot	shsvol	shsval	avp	avpjm	avtvol	avtval	avtqty	avsvol	avsval	avsrcnt	avsqty	avgsku
work	2	Online	7	04/11/2025	Chavez-Carter	town	BB6423	it	4281319092481	many	year	0.65	606.65	307.11	72	13	97.08	68.04	18	486	2379.79	349.1	296.33	181.87	196	46.68	11.47	57.92	11.93	95.55	541.65	922.97	47	17.9	43.56	52	388	720
land	3	Wholesale	10	04/11/2025	Young and Sons	player	BB1114	technology	2817852282304	gas	top	0.88	262.75	560.44	66	346	42.71	22.18	25	31	4631.42	255.1	141.92	233.53	13	516.06	23.84	82.27	56.19	9.77	568.91	576.17	252	29.87	84.79	17	44	448
Congress	3	Retail	1	04/11/2025	Palmer-Smith	mother	BB0622	anything	7223959473722	see	break	0.57	728.84	533.8	99	458	94.3	20.96	39	493	3921.45	72.65	106.72	169.76	118	285.82	27.63	44.27	45.46	95.11	509.13	126.1	294	96.58	41.61	36	222	192
sell	2	Wholesale	1	04/08/2025	Martin PLC	somebody	BB0162	a	4787688687858	stop	police	0.07	174.83	746.05	63	352	93.94	15.69	1	184	4610.65	10.73	111.99	116.72	32	30.41	55.31	38.31	79.53	74.63	994.12	458.9	304	12.01	1.48	67	267	586
participant	5	Retail	2	04/09/2025	Monroe, Sullivan and King	write	BB6287	card	319541966646	hour	agent	0.12	800.34	32.91	12	197	57.2	74.4	10	421	1940.39	345.9	108.76	233.81	426	586.15	53.66	77.56	72.95	74.26	621.6	394.32	278	79.72	34.35	70	432	974
forward	1	Wholesale	7	04/09/2025	Gonzalez-Smith	learn	BB2792	range	4632037476778	hot	us	1.0	394.62	50.22	3	472	60.08	84.27	38	264	2109.32	117.37	222.94	446.26	371	836.68	95.36	9.17	10.52	88.36	325.16	665.53	285	64.93	69.74	43	257	145
democratic	5	Online	3	04/11/2025	Anderson-Moyer	else	BB2145	argue	5766194588704	world	trouble	0.19	267.18	849.39	2	36	36.94	33.07	16	143	2651.49	24.69	167.61	472.29	311	601.26	29.05	89.17	28.06	41.04	447.2	718.95	49	6.8	14.66	83	370	17
throw	2	Wholesale	9	04/08/2025	Jones-Rivera	force	BB8201	child	8400838507658	success	position	0.69	160.69	146.4	29	263	45.23	92.32	19	496	1004.51	480.88	201.63	26.5	178	505.79	7.93	26.95	33.15	14.46	235.13	913.62	327	97.12	41.75	21	487	953
magazine	2	Online	8	04/08/2025	Howell-Mitchell	approach	BB8917	son	7680898126575	sign	seven	0.01	96.32	623.56	99	287	95.09	55.61	22	55	3195.81	346.44	469.75	317.89	403	635.23	33.41	56.88	29.4	86.76	403.61	884.54	32	47.0	18.12	8	136	437
prove	4	Retail	1	04/10/2025	Thomas-Gill	debate	BB1964	indeed	3004023693628	late	officer	0.13	249.88	151.89	12	16	9.88	88.02	12	103	4934.44	72.3	370.15	463.36	219	77.96	9.87	3.91	90.54	94.7	718.18	21.41	377	43.51	75.39	29	490	835
out	3	Online	7	04/10/2025	Mooney-Clark	attorney	BB2047	stop	1372711759577	evening	part	0.97	312.41	185.93	19	226	42.48	22.66	41	154	2531.28	483.53	62.46	53.18	122	16.78	50.42	74.61	62.97	21.29	734.57	496.9	77	26.69	35.62	54	43	503
open	4	Wholesale	3	04/07/2025	Small, Olsen and Rivera	red	BB5829	nature	4933067458476	shake	interview	0.94	759.29	751.96	17	423	46.43	95.32	26	232	4947.46	259.6	425.18	354.76	199	935.6	93.26	78.53	95.32	85.74	283.3	85.82	475	62.52	44.75	53	437	559
approach	4	Wholesale	5	04/07/2025	Evans, Roy and Rodriguez	choose	BB8333	majority	2188566695415	eight	commercial	0.29	472.41	89.71	21	297	6.95	21.56	1	19	2651.12	467.0	405.08	158.62	290	488.54	30.83	15.41	24.29	86.55	813.58	314.52	158	72.88	87.99	97	194	561
price	2	Retail	3	04/09/2025	Fry-Bates	stage	BB5066	teacher	6267055143777	without	individual	0.34	640.83	845.04	78	378	75.37	17.2	17	295	4142.62	18.42	205.84	348.57	411	290.22	82.02	76.88	11.01	71.32	498.13	203.61	282	8.95	15.53	32	2	878
per	4	Retail	5	04/07/2025	Sullivan and Sons	few	BB3925	collection	9596111102869	mind	watch	0.34	590.89	294.63	65	413	18.7	7.41	34	142	3346.75	215.69	21.37	208.52	133	867.51	2.81	84.83	81.84	99.3	189.93	169.39	450	37.74	20.41	96	143	85
best	2	Retail	1	04/10/2025	Wong, Braun and Smith	cost	BB0245	respond	5910245109107	possible	a	0.71	60.45	615.19	68	218	1.41	94.65	32	73	1401.92	367.69	437.42	198.67	30	210.61	7.19	70.19	11.4	45.23	829.79	626.67	468	95.84	8.94	36	17	961
term	1	Retail	5	04/08/2025	Clarke Group	than	BB7149	film	9819421794280	big	model	0.81	248.29	752.71	64	383	10.79	82.44	49	334	3219.1	32.34	377.12	443.47	388	394.07	92.8	76.3	94.05	68.69	620.67	753.74	27	72.45	26.58	75	332	292
policy	4	Wholesale	6	04/09/2025	Barker Inc	increase	BB5277	her	8446634533729	score	clear	0.92	632.4	86.27	57	175	23.12	53.48	46	62	1090.54	462.09	283.47	341.24	429	449.2	74.72	47.7	78.16	60.28	65.68	234.43	58	94.6	11.47	4	283	707
although	5	Retail	10	04/11/2025	Brown Inc	choose	BB1722	several	1455937661890	five	write	0.98	163.08	894.82	87	306	88.03	59.22	25	129	2924.49	389.7	272.38	247.73	429	234.42	45.29	42.5	86.47	90.07	16.9	800.29	281	2.48	72.56	71	188	804
security	3	Online	9	04/07/2025	Huang Ltd	along	BB5263	hair	1004627765723	team	general	0.01	654.82	672.44	38	100	80.04	14.36	26	494	1744.89	485.44	69.56	296.69	405	993.38	60.64	76.58	55.6	84.84	266.99	669.72	11	39.5	44.81	88	183	68
skill	4	Wholesale	12	04/11/2025	Henderson, Edwards and Sexton	our	BB2024	just	1752023897431	set	couple	0.25	851.21	915.25	47	357	75.11	87.87	10	46	2287.42	370.54	420.98	448.38	422	153.74	8.2	48.55	1.95	20.56	55.96	941.61	417	65.23	76.92	21	145	869
key	2	Wholesale	12	04/07/2025	Townsend Ltd	herself	BB5955	able	1783325848685	performance	position	0.62	867.05	582.11	37	278	85.67	50.84	15	13	1040.88	457.31	371.91	304.34	415	83.85	2.53	85.96	5.64	10.99	912.48	383.29	369	37.11	80.95	71	199	716
with	3	Online	12	04/07/2025	Gonzalez, Carrillo and Simon	among	BB7984	nothing	7045069176795	owner	during	0.23	869.06	618.32	43	120	31.68	9.98	1	167	1068.3	68.06	382.92	456.92	216	266.98	99.37	49.57	82.21	58.94	430.24	959.56	164	47.77	55.63	42	382	784
wind	1	Retail	9	04/10/2025	Davenport-Walker	evidence	BB4039	environmental	6408303736062	anyone	bag	0.91	908.53	336.22	13	69	24.19	37.84	37	255	3026.76	177.27	137.2	194.43	481	643.1	76.48	81.4	46.72	23.48	389.52	161.97	403	29.98	76.08	48	396	287
suffer	4	Online	8	04/08/2025	Nichols-Lam	yard	BB6084	specific	9079388413680	she	get	0.04	74.01	110.73	59	105	7.05	50.5	8	186	2537.1	139.15	329.65	270.46	329	755.11	48.63	72.54	22.43	49.18	313.83	235.99	9	77.86	88.98	38	421	75
cost	3	Wholesale	6	04/10/2025	Douglas, Smith and Jordan	get	BB3701	carry	4244626325147	for	occur	0.67	389.49	170.38	23	171	26.7	75.42	44	271	2611.31	82.28	230.93	281.95	427	307.25	5.52	42.25	25.82	2.02	656.18	383.47	106	15.24	94.61	91	106	966
role	3	Retail	12	04/11/2025	Fowler, Jones and Moore	campaign	BB0314	country	1751887817944	stock	because	0.97	406.88	423.39	18	184	60.77	22.57	34	221	3888.14	419.59	307.62	209.15	344	697.14	79.94	52.18	93.68	99.37	595.41	241.42	30	69.7	78.24	100	121	266
heart	1	Online	1	04/10/2025	Gomez Group	sure	BB3840	whether	9112252883759	all	grow	0.94	607.94	153.34	26	296	42.39	9.3	21	306	4415.02	220.24	136.11	14.33	99	684.99	74.05	41.74	6.72	47.9	599.42	468.74	364	34.56	26.21	56	436	79
tonight	5	Wholesale	1	04/10/2025	Sparks-Reynolds	surface	BB8632	customer	9791378765530	we	analysis	0.83	531.7	155.69	24	245	21.8	40.84	9	234	3914.57	98.33	356.02	95.97	330	155.75	11.23	76.4	83.76	83.18	654.74	495.19	311	12.95	49.69	55	85	59
although	3	Retail	10	04/09/2025	Lopez-Duncan	adult	BB5560	forward	7121988192778	on	ok	0.37	296.06	838.78	52	296	55.79	4.21	12	482	1414.26	218.17	293.51	111.59	439	808.41	19.53	89.95	74.94	99.5	984.11	796.77	8	10.47	97.95	35	95	695
she	4	Online	8	04/07/2025	Wilson-Cochran	stop	BB5348	term	6401042462452	to	its	0.06	550.9	869.67	58	238	88.47	76.19	14	413	4991.17	206.03	105.07	444.68	21	889.29	68.84	94.19	29.83	20.63	192.9	836.78	94	26.13	28.69	74	115	874
bad	1	Online	3	04/11/2025	Cox, Jimenez and Rodgers	investment	BB0045	crime	1289915114555	view	candidate	0.28	449.17	979.1	72	3	54.45	95.83	3	380	2590.79	465.52	137.45	86.57	180	619.62	61.66	98.68	33.18	70.19	226.79	608.66	66	46.74	16.64	98	253	185
cover	5	Retail	3	04/08/2025	Lewis, Mcbride and Hall	factor	BB4881	task	8984841604615	really	goal	0.12	393.74	354.58	7	153	97.52	56.76	28	31	1501.75	220.92	215.69	203.62	170	825.82	45.91	17.45	64.81	36.23	213.35	494.36	320	75.14	59.05	3	232	741
exist	1	Wholesale	9	04/08/2025	Williams, Jones and Rush	per	BB0170	manager	5681429831526	crime	range	0.3	12.76	750.7	47	386	41.87	87.23	11	23	3182.56	335.9	461.96	286.87	432	846.0	59.91	17.42	77.39	90.51	778.86	945.05	452	81.57	62.35	36	133	556
why	5	Retail	10	04/09/2025	Haynes, Garcia and Burnett	many	BB3228	edge	6084937830637	position	reflect	0.17	165.31	957.55	32	106	18.16	95.78	16	184	1268.94	85.44	193.38	329.47	170	350.61	97.37	12.24	88.59	23.4	344.27	335.28	368	68.61	4.31	52	298	517
important	5	Wholesale	5	04/08/2025	Bryan LLC	guy	BB2696	whether	9443916497013	into	performance	0.62	757.5	253.15	21	151	85.13	40.02	11	304	2707.02	13.55	273.33	179.94	383	743.01	99.98	23.82	13.51	96.63	276.77	277.52	83	88.09	6.7	100	171	770
cut	5	Online	6	04/09/2025	King, Anderson and Lopez	put	BB9132	seek	330162341902	reach	develop	0.6	142.56	65.88	19	125	96.73	40.75	5	247	2839.14	298.12	146.15	42.13	8	390.09	59.93	86.83	64.45	57.07	902.67	348.48	408	10.68	14.11	51	229	78
series	2	Retail	8	04/07/2025	Greer Inc	job	BB1537	charge	2155668473234	improve	head	0.23	406.77	944.71	36	243	32.53	67.11	33	323	4671.24	133.42	60.41	453.8	360	35.15	62.46	12.93	81.06	23.63	14.46	597.16	338	74.44	53.77	35	162	896
cup	2	Online	1	04/09/2025	Hodge, Bates and Burns	eye	BB6040	lead	7200784361424	federal	far	0.17	114.84	360.29	30	441	33.85	1.98	7	139	1839.53	388.23	59.18	323.53	154	245.39	84.29	52.23	44.72	91.82	466.39	148.26	239	60.94	13.56	89	380	258
cost	2	Retail	2	04/09/2025	Hammond-Kennedy	sound	BB8197	happen	4373476427371	west	cell	0.55	711.11	261.83	87	165	70.34	54.43	8	303	1721.33	464.56	13.64	388.11	248	497.71	43.71	63.77	83.12	20.63	216.88	242.13	88	59.3	98.63	56	182	98
adult	3	Wholesale	1	04/09/2025	Brewer Group	discuss	BB8821	executive	5841484601919	effort	way	0.34	719.25	668.86	56	141	6.68	52.46	41	258	4142.44	186.05	268.37	104.13	379	546.07	97.29	32.74	44.29	79.58	143.63	790.65	10	74.23	27.35	62	65	675
fear	5	Retail	6	04/10/2025	Pacheco-Todd	relate	BB8998	will	2780205869500	medical	daughter	0.92	863.64	641.27	41	378	37.95	78.79	26	87	3221.8	94.58	436.09	14.23	55	537.95	35.91	79.79	93.45	41.17	759.36	988.97	229	18.04	41.71	76	390	258
culture	2	Wholesale	1	04/11/2025	Oconnor Ltd	south	BB6449	decision	6999516793350	answer	toward	0.85	177.83	170.9	36	45	29.46	57.77	39	6	4152.24	306.69	331.01	203.27	426	696.69	4.94	41.58	1.02	91.94	892.94	829.75	27	96.32	36.77	25	95	69
great	4	Online	11	04/08/2025	Ruiz-Allen	goal	BB7368	admit	1192360376815	board	responsibility	0.02	239.28	84.12	95	390	9.36	22.74	24	391	1803.17	313.4	75.89	155.96	238	102.71	95.01	23.0	85.37	69.79	425.67	31.06	271	15.21	49.1	5	165	410
official	3	Online	2	04/07/2025	Higgins-Walker	difficult	BB3510	establish	961497315391	by	better	0.83	64.34	975.86	17	201	28.86	71.16	46	481	2415.95	17.22	169.53	236.88	103	278.66	9.92	82.79	66.24	85.88	676.56	213.53	445	88.72	78.86	15	7	659
support	5	Online	5	04/07/2025	Moody-Herrera	professional	BB3074	number	2073651189392	fall	a	0.96	306.67	939.3	92	51	39.52	28.33	19	60	4661.57	106.35	97.55	240.24	459	394.48	36.84	95.15	89.54	75.45	427.77	695.62	405	25.85	29.94	80	500	47
late	3	Online	2	04/08/2025	Bailey, Kelly and Chavez	safe	BB2019	against	4322302333249	magazine	ask	0.33	346.78	516.48	57	11	99.8	83.75	32	318	3461.98	102.5	156.89	99.55	452	177.01	56.48	45.08	27.39	27.46	770.9	176.54	138	35.19	78.31	26	257	844
recently	4	Wholesale	5	04/11/2025	Perez-Taylor	buy	BB3546	class	1276025082614	become	south	0.57	997.46	173.85	38	396	54.07	74.79	25	432	4044.26	214.83	288.23	147.63	240	181.23	52.06	73.66	27.36	65.63	979.46	13.18	174	23.49	87.57	81	454	321
coach	4	Wholesale	5	04/07/2025	Jones Group	boy	BB6324	sell	8889957298935	list	large	0.09	728.85	242.11	100	303	60.74	83.69	3	298	4124.05	243.71	48.05	339.26	26	311.68	84.8	63.87	73.97	30.07	461.05	956.62	268	26.93	22.02	7	203	746
consider	4	Retail	9	04/10/2025	Copeland, Wallace and Stewart	police	BB3036	find	6871912038184	measure	indicate	0.84	963.39	357.89	54	132	89.71	85.06	9	348	4507.36	379.96	208.02	463.06	462	965.03	7.65	66.25	88.34	9.63	379.04	522.35	312	57.55	93.9	20	232	487
where	2	Wholesale	2	04/07/2025	Carpenter, Rojas and Taylor	national	BB2832	effect	898138815883	better	event	0.78	314.98	50.6	59	333	84.28	56.65	2	149	4905.17	188.04	378.92	219.92	173	900.43	23.56	25.55	27.43	43.06	514.1	219.16	203	48.82	44.56	28	12	838
every	4	Online	12	04/10/2025	Dunn-Clayton	another	BB6732	suggest	3182971681574	community	responsibility	0.55	144.28	737.55	54	211	88.9	48.06	37	329	2124.84	49.83	17.91	260.83	261	650.57	43.66	22.58	76.23	67.95	810.25	56.22	242	75.39	57.69	27	156	697
fact	2	Wholesale	9	04/07/2025	Johnson-Cannon	state	BB0001	future	2911371785091	agree	serve	0.87	508.68	486.76	52	13	74.45	32.18	41	166	4392.64	423.48	322.03	289.79	72	830.15	69.75	6.81	65.14	56.54	767.34	767.19	280	86.57	68.6	57	16	417
citizen	4	Retail	3	04/11/2025	Edwards-Chambers	study	BB8444	collection	1829987478126	continue	thank	0.76	408.2	171.23	87	459	88.09	47.98	38	298	1709.25	420.12	421.26	49.25	291	818.24	93.12	49.56	56.62	42.45	329.63	884.73	105	77.49	24.1	12	235	756
source	1	Wholesale	7	04/09/2025	Mason-Kramer	former	BB6708	learn	7009004365514	high	shake	0.61	179.9	591.44	21	16	21.42	69.85	35	352	4814.72	124.86	443.3	340.54	122	958.06	30.95	98.97	60.55	2.91	289.45	777.34	313	97.86	45.51	49	307	184
name	1	Wholesale	6	04/10/2025	Moreno-Sullivan	order	BB1362	subject	4835505429607	old	send	0.44	11.97	265.88	78	272	17.08	99.93	15	288	4649.85	373.82	146.19	395.31	416	63.76	15.52	87.28	68.15	74.3	471.25	543.39	213	47.68	86.14	1	198	650
among	4	Wholesale	5	04/07/2025	Harrison, Russell and Allen	play	BB9879	hear	982210401641	they	newspaper	0.68	350.3	648.75	75	443	75.8	90.39	4	53	2518.45	426.95	442.42	294.65	371	661.59	90.22	65.75	10.22	1.15	940.09	776.96	59	48.12	93.75	20	212	646
capital	3	Retail	8	04/08/2025	Herman, Rodgers and Green	significant	BB4287	moment	3836381643218	chance	same	0.2	518.05	544.03	67	328	89.93	96.13	5	233	1637.34	83.61	91.15	473.48	282	182.11	87.14	30.3	30.62	53.13	754.74	39.89	436	2.9	15.58	65	338	594
instead	3	Wholesale	3	04/11/2025	Gregory, Barber and Boyd	quite	BB4642	against	3625863144172	TV	amount	0.63	97.93	424.76	1	217	93.77	68.86	47	308	4538.23	198.59	63.99	401.91	208	397.99	2.54	4.28	14.21	2.66	628.65	461.73	326	75.98	18.35	54	100	689
term	3	Online	5	04/10/2025	Carter-Hendrix	in	BB2554	trial	263558243019	many	huge	0.33	598.91	633.91	24	329	26.06	99.83	44	421	4500.18	451.0	49.8	15.37	383	302.28	66.53	66.12	30.53	66.11	380.2	413.74	10	58.97	93.94	20	490	229
foot	4	Online	4	04/09/2025	Conner-Roy	must	BB9880	sport	3153888245272	poor	theory	0.18	910.38	574.18	52	422	81.82	70.72	16	313	2506.89	382.91	10.38	459.96	151	249.86	32.51	84.6	89.25	31.53	358.41	230.08	392	43.07	50.62	11	359	546
same	4	Online	5	04/09/2025	Nunez LLC	always	BB4043	democratic	3353849516322	sure	blue	0.97	874.97	828.8	35	431	87.84	51.49	10	61	2409.11	361.26	231.37	254.22	266	375.74	93.97	40.61	16.07	20.56	135.9	433.61	196	40.92	46.9	100	320	994
believe	5	Online	5	04/07/2025	Dawson Group	never	BB7180	policy	3391373265309	us	investment	0.07	379.1	317.31	63	496	91.23	88.86	12	70	3993.98	476.14	101.14	266.97	95	174.13	41.66	62.37	2.1	42.28	81.94	459.17	477	57.35	41.41	25	457	354
top	4	Wholesale	10	04/07/2025	Cummings Inc	why	BB9875	improve	1786880023009	peace	both	0.66	162.78	915.67	78	406	95.18	55.27	14	165	4005.98	370.05	433.93	205.91	264	469.35	50.05	61.48	37.84	78.32	22.23	130.2	131	52.99	5.84	33	459	623
good	2	Retail	6	04/07/2025	Rodriguez-Anderson	picture	BB8036	goal	7744916093659	poor	structure	0.6	748.58	976.29	77	44	16.32	13.48	1	16	1017.68	42.58	155.77	329.66	338	701.41	93.06	15.53	62.08	74.95	76.67	794.49	380	65.55	23.46	5	446	292
half	5	Retail	4	04/07/2025	Blackwell Inc	foreign	BB9118	purpose	9418433687506	peace	chair	0.12	212.08	813.41	64	165	16.08	63.92	35	241	1529.58	299.8	274.67	325.77	427	674.65	30.42	74.49	67.05	70.03	303.88	21.24	318	96.99	65.25	8	266	188
something	2	Online	4	04/11/2025	Lee-Briggs	coach	BB3998	choose	1374556114047	case	nature	0.57	489.63	432.36	78	483	80.24	62.62	17	287	4622.98	206.33	458.53	288.51	424	779.02	92.2	97.92	4.36	98.79	376.32	538.61	451	1.43	47.91	47	126	644
north	1	Online	10	04/10/2025	Shepard-Williams	hit	BB0537	would	6660811260037	two	around	0.41	937.08	436.31	43	246	16.14	76.68	47	329	4854.34	152.29	424.85	161.71	408	939.98	49.58	12.93	17.17	23.33	81.82	202.23	339	62.25	85.19	13	7	54
nature	4	Online	8	04/10/2025	Ward Group	usually	BB9106	class	7153123455066	Mr	oil	0.64	82.54	990.67	45	32	23.35	9.53	37	391	3652.96	483.34	81.84	173.43	319	746.77	58.8	72.5	59.49	52.05	201.44	465.03	98	30.53	19.2	38	437	318
cover	3	Online	5	04/08/2025	Armstrong-Washington	throw	BB7682	pretty	3844013480872	state	daughter	0.61	781.93	498.45	4	228	75.23	53.92	9	397	1901.97	493.36	462.27	443.58	355	838.57	41.94	8.55	75.95	8.06	476.5	43.77	471	69.12	85.48	46	46	495
guess	2	Wholesale	3	04/07/2025	Young-Roy	while	BB8826	any	3359101570903	movement	home	0.59	87.67	358.16	25	498	26.32	60.9	5	286	4179.14	259.35	178.71	276.86	41	731.63	80.97	32.78	83.68	26.8	721.13	622.96	343	37.21	60.63	15	472	408
other	1	Wholesale	8	04/08/2025	Zimmerman, Pratt and Mitchell	court	BB0749	surface	2699969964898	song	plan	0.0	292.21	591.95	2	368	31.84	89.39	8	277	2105.17	19.0	382.96	306.06	404	714.72	15.81	9.06	54.42	68.42	592.68	399.72	83	76.95	74.1	6	123	527
skill	3	Wholesale	9	04/10/2025	Lowe, Juarez and Dickerson	behind	BB8428	step	5969325914087	very	force	0.68	285.91	972.38	96	11	66.35	53.88	1	78	2566.97	87.15	351.93	54.37	462	388.32	69.51	71.22	21.46	21.17	244.36	723.62	68	20.81	93.32	78	240	308
over	3	Retail	9	04/11/2025	Sparks, Vincent and Ashley	voice	BB3123	financial	2669806908729	information	push	0.9	764.47	842.03	63	22	51.05	96.53	36	248	4969.6	30.85	92.41	489.73	367	126.31	70.23	10.17	84.07	82.41	632.91	979.29	444	23.01	10.1	88	439	933
buy	2	Online	7	04/11/2025	Gallagher-Compton	allow	BB7234	or	3893595382807	think	tell	0.1	541.74	558.01	72	25	34.95	80.23	16	96	3632.56	64.6	331.54	25.85	233	800.73	67.55	16.73	2.79	23.36	905.93	681.34	244	48.26	27.99	92	143	304
feel	4	Wholesale	12	04/10/2025	Merritt Group	very	BB1299	leader	5082695826412	step	oil	0.86	682.11	682.12	18	471	64.42	20.47	29	385	1254.09	201.3	45.98	312.62	174	731.9	58.08	42.7	79.47	80.59	997.82	140.95	209	18.8	33.34	98	296	385
idea	1	Online	4	04/07/2025	Gray, Russell and Jones	themselves	BB3087	table	6123859514345	inside	number	0.14	390.52	742.46	39	9	13.84	49.13	36	465	2793.7	115.88	200.25	206.63	170	928.85	6.13	24.41	40.23	24.63	830.94	377.25	67	73.36	88.82	12	332	649
church	4	Online	1	04/08/2025	Matthews LLC	to	BB8400	there	2730086966102	but	these	0.55	129.48	860.99	76	23	59.64	98.86	4	413	3963.12	323.16	80.15	76.28	312	269.67	16.65	20.8	94.33	75.94	572.74	699.15	188	23.9	12.1	84	423	192
source	4	Retail	1	04/11/2025	Gordon-Jones	relate	BB3950	anything	1680941491502	long	involve	0.72	436.08	141.72	60	179	91.81	94.8	19	339	2286.72	407.55	490.93	299.36	71	53.41	29.3	56.13	60.89	69.66	926.47	232.88	47	13.31	2.61	72	62	736
staff	5	Wholesale	7	04/10/2025	Roy PLC	deal	BB9762	apply	5344077794628	article	send	0.63	534.1	290.56	37	391	33.69	98.05	11	444	1671.5	399.16	191.79	70.44	316	500.09	32.17	41.33	2.2	96.98	414.3	812.75	431	14.81	54.63	4	230	11
yes	3	Online	11	04/07/2025	Mcclure-Barber	source	BB6292	guy	817760299144	agency	industry	0.76	902.78	412.04	17	101	35.98	99.44	24	259	2460.66	44.79	477.9	343.64	35	446.81	68.26	63.85	9.93	50.21	102.95	429.01	178	53.13	57.64	48	67	184
write	3	Online	2	04/07/2025	Leonard, Baker and Waller	decide	BB3731	write	2552356178172	action	democratic	0.25	333.13	447.91	34	29	71.26	96.89	47	382	2461.47	57.57	407.71	350.25	470	472.86	6.39	72.55	13.19	93.42	89.15	646.56	269	64.09	53.62	56	494	762
time	3	Wholesale	7	04/10/2025	Gregory Inc	player	BB2061	discuss	6385277895615	customer	discover	0.21	336.8	886.32	71	121	20.29	32.9	39	254	2055.37	338.57	235.4	278.0	4	380.51	47.4	77.43	97.09	99.39	697.12	849.09	411	73.37	54.66	32	439	7
line	1	Wholesale	3	04/08/2025	Vance PLC	fine	BB4490	she	2950264801647	feel	argue	0.03	366.28	493.98	28	98	85.18	15.22	46	310	3794.41	114.22	344.48	113.06	441	410.82	26.65	19.42	56.51	14.2	247.67	172.23	203	93.54	89.68	59	193	633
economic	5	Wholesale	3	04/10/2025	Harris-Wright	blue	BB6781	within	2778221021798	not	their	0.17	478.66	244.39	91	82	23.16	53.96	22	334	1562.77	76.96	346.15	20.63	49	258.85	99.17	7.46	62.07	23.57	800.39	521.1	151	14.69	96.19	64	338	73
court	5	Wholesale	9	04/08/2025	Fuller LLC	natural	BB6298	grow	7973638318287	responsibility	from	0.89	19.0	675.94	43	420	32.79	9.33	18	354	2368.39	449.38	38.21	463.73	166	442.05	69.28	62.61	20.97	95.98	133.07	13.74	427	39.94	29.15	32	110	690
issue	2	Retail	7	04/09/2025	Morgan PLC	social	BB7079	off	6617706736825	trade	structure	0.91	497.84	472.77	28	105	93.98	42.0	47	260	3799.37	26.55	205.23	465.0	374	483.36	92.63	44.85	21.53	36.79	245.66	799.59	172	61.82	17.78	65	408	312
administration	2	Wholesale	5	04/08/2025	Duran-Bennett	charge	BB1223	professional	5521650587147	interview	over	0.73	47.22	478.19	91	153	73.06	14.1	32	139	1074.01	327.52	222.82	392.94	188	511.28	43.37	42.6	37.75	92.67	843.44	435.4	82	2.37	4.96	91	208	196
citizen	5	Wholesale	6	04/09/2025	Jones, Curtis and Giles	baby	BB9259	information	7908984369980	fight	step	0.88	797.51	946.41	94	37	28.99	45.33	21	305	2942.8	297.24	61.2	463.4	301	701.99	57.5	48.96	57.86	54.63	285.02	997.28	405	8.66	60.28	91	260	438
office	1	Wholesale	12	04/09/2025	Benton and Sons	wait	BB0509	role	3869484249599	music	on	0.89	815.73	24.06	37	306	70.52	66.52	10	422	2667.78	437.47	155.33	72.5	382	230.21	59.46	89.43	11.04	10.98	721.42	589.87	479	88.17	80.75	10	339	888
professional	1	Online	10	04/10/2025	Holland LLC	hand	BB7887	take	715238676735	notice	specific	0.56	346.04	258.96	1	359	8.25	68.82	28	380	3796.05	460.41	90.04	455.71	419	595.66	53.57	91.63	93.97	30.72	828.44	929.85	83	34.76	71.8	96	259	713
realize	4	Retail	9	04/10/2025	Johnson PLC	live	BB4619	attack	7798768299684	modern	serious	0.53	909.9	137.48	58	270	64.65	65.24	4	169	3629.06	486.54	152.16	200.09	26	390.58	8.63	73.4	70.09	26.29	646.01	406.81	240	75.01	57.92	69	498	891
through	3	Online	1	04/10/2025	Hood and Sons	front	BB8937	so	858062350409	record	want	0.52	689.83	627.3	73	397	79.88	20.09	44	278	1965.77	11.82	314.24	459.98	79	209.32	80.59	6.02	54.76	57.82	149.3	92.84	206	14.11	10.8	42	183	923
trip	3	Wholesale	8	04/07/2025	Campos-Price	should	BB9579	American	124825544287	increase	magazine	0.41	285.01	504.27	67	485	40.46	33.45	49	184	4553.87	182.51	495.69	94.35	241	436.64	1.57	6.18	52.85	34.42	789.03	420.78	272	85.73	29.83	8	183	74
personal	4	Online	6	04/11/2025	Gonzalez-Gomez	teacher	BB9423	protect	2894633891566	community	ever	0.33	162.37	892.86	39	134	7.8	51.72	40	242	4731.81	12.42	402.82	418.26	104	533.99	91.3	99.81	2.68	77.78	838.13	822.38	445	5.15	7.29	3	491	252
base	4	Retail	1	04/09/2025	Becker, Murphy and Patel	green	BB7256	computer	9269335895137	traditional	yard	0.3	937.24	162.34	28	263	64.66	7.02	3	409	3774.75	368.35	274.87	370.58	115	40.09	61.26	87.39	74.92	22.05	671.29	21.99	395	43.89	7.56	78	244	611
mother	4	Wholesale	8	04/09/2025	Castro Group	hope	BB5078	everyone	6850957443030	follow	production	0.84	343.27	161.33	35	57	21.76	39.53	18	270	1052.73	165.71	30.7	110.28	386	772.37	75.43	49.72	98.8	97.39	24.02	328.65	328	64.28	23.05	33	347	20
price	3	Wholesale	11	04/09/2025	Rich PLC	thank	BB9117	place	7203859340157	develop	indeed	0.05	661.28	437.87	22	368	62.08	27.76	42	447	4234.97	31.7	124.3	54.11	467	535.14	97.52	14.85	52.54	61.44	872.29	473.96	433	31.91	5.05	13	289	762
